공장구분,설립구분,입주형태,보유구분,등록구분,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,구
1,1,5,1,0,34,50,0,0,84,2,36,0,6611,4374,620,4994,6,135,12
1,1,3,1,0,10,30,0,0,40,1,42,0,3304,2066,2128,4194,6,29,12
1,1,2,0,0,5,1,0,0,6,1,36,0,260,260,0,260,6,3,12
1,1,0,0,0,10,1,0,0,11,1,36,0,297,165,132,297,6,223,12
1,1,2,0,0,0,1,0,0,1,1,36,0,0,69,30,99,6,241,12
1,1,3,1,0,2,11,0,0,13,1,36,0,1806,750,36,786,6,32,12
1,1,4,1,0,7,4,0,0,11,1,38,0,1378,560,108,668,6,188,12
1,1,4,1,0,6,2,0,0,8,1,38,0,3496,751,115,867,6,251,12
1,1,2,0,3,3,0,0,0,3,1,36,0,310,262,48,310,6,188,12
1,1,2,0,0,5,1,0,0,6,1,36,0,0,170,30,200,6,280,12
1,1,2,0,0,2,1,0,0,3,1,36,0,0,418,0,418,6,257,12
1,1,5,1,0,7,4,0,0,11,1,36,0,3306,547,737,1284,6,236,12
1,1,2,0,0,6,0,0,0,6,1,36,0,0,158,0,158,6,188,12
1,1,2,0,0,2,3,0,0,5,1,36,0,0,336,356,693,6,187,12
1,1,5,1,0,5,5,0,0,10,1,36,0,4958,2861,704,3566,6,124,12
1,1,4,1,0,5,22,0,0,27,1,38,0,1836,487,349,836,6,1,12
1,1,2,0,3,2,7,0,0,9,1,36,0,408,328,80,408,6,330,12
1,1,2,0,0,2,2,0,0,4,1,38,0,132,132,0,132,6,223,12
1,1,2,0,0,5,1,0,0,6,1,36,0,660,324,72,396,6,78,12
1,1,5,1,0,4,0,0,0,4,1,36,0,1758,437,77,514,6,58,12
1,1,4,1,0,72,93,0,0,165,2,36,0,16694,6257,6389,12646,6,124,12
1,1,9,1,3,15,10,0,0,25,1,36,0,14243,2991,9836,12827,6,36,12
1,1,2,0,0,6,4,0,0,10,1,36,0,396,396,0,396,6,126,12
1,1,4,1,0,8,20,0,0,28,1,8,0,3295,1656,140,1797,6,9,12
1,1,2,0,0,8,1,0,0,9,1,36,0,0,250,210,460,6,187,12
1,1,9,1,0,17,20,0,0,37,1,38,0,2580,981,170,1151,6,218,12
1,1,0,1,3,5,3,0,0,8,1,36,0,1760,304,53,358,6,29,12
1,1,0,0,3,5,0,0,0,5,1,36,0,0,594,0,594,6,144,12
1,1,2,0,0,3,1,0,0,4,1,36,0,0,253,54,307,6,187,12
1,1,2,0,0,10,2,0,0,12,1,42,0,0,300,215,515,6,223,12
1,1,2,0,3,3,3,0,0,6,1,36,0,298,198,100,298,6,301,12
1,1,0,1,0,9,1,0,0,10,1,36,0,3306,622,396,1018,6,221,12
1,1,1,1,0,8,0,0,0,8,1,35,0,645,200,78,278,6,105,12
1,1,2,0,3,5,6,0,0,11,1,38,0,0,490,1376,1867,6,340,12
1,1,2,0,3,1,0,0,0,1,1,36,0,0,33,26,59,6,298,12
1,1,0,0,0,3,0,0,0,3,1,42,0,1184,330,0,330,6,80,12
1,1,4,1,0,3,0,0,0,3,1,35,0,1637,231,712,943,6,267,12
1,1,2,0,3,1,0,0,0,1,1,36,0,0,60,42,102,6,129,12
1,1,2,0,0,7,0,0,0,7,1,36,0,0,201,0,201,6,78,12
